{'latitude': 37.63322473, 'longitude': 127.07766046, 'heading': 104.9, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0}
{'latitude': 37.63336586, 'longitude': 127.07780607, 'heading': 232.1, 'velocity': 1.2, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63336522, 'longitude': 127.07780484, 'heading': 231.7, 'velocity': 1.3, 'pwml_chk': 1474, 'pwmr_chk': 1675, 'time_difference': 0.2}
{'latitude': 37.6333645, 'longitude': 127.07780365, 'heading': 231.6, 'velocity': 1.3, 'pwml_chk': 1475, 'pwmr_chk': 1674, 'time_difference': 0.2}
{'latitude': 37.63336387, 'longitude': 127.0778024, 'heading': 230.9, 'velocity': 1.3, 'pwml_chk': 1476, 'pwmr_chk': 1673, 'time_difference': 0.2}
{'latitude': 37.63336318, 'longitude': 127.07780095, 'heading': 229.3, 'velocity': 1.5, 'pwml_chk': 1477, 'pwmr_chk': 1672, 'time_difference': 0.2}
{'latitude': 37.63336244, 'longitude': 127.07779964, 'heading': 228.0, 'velocity': 1.4, 'pwml_chk': 1480, 'pwmr_chk': 1669, 'time_difference': 0.2}
{'latitude': 37.63336161, 'longitude': 127.07779823, 'heading': 226.1, 'velocity': 1.5, 'pwml_chk': 1490, 'pwmr_chk': 1659, 'time_difference': 0.2}
{'latitude': 37.63336078, 'longitude': 127.07779677, 'heading': 224.3, 'velocity': 1.6, 'pwml_chk': 1490, 'pwmr_chk': 1659, 'time_difference': 0.2}
{'latitude': 37.63335985, 'longitude': 127.07779539, 'heading': 222.6, 'velocity': 1.6, 'pwml_chk': 1498, 'pwmr_chk': 1651, 'time_difference': 0.2}
{'latitude': 37.63335785, 'longitude': 127.0777927, 'heading': 219.3, 'velocity': 1.6, 'pwml_chk': 1509, 'pwmr_chk': 1640, 'time_difference': 0.4}
{'latitude': 37.63335684, 'longitude': 127.07779138, 'heading': 217.8, 'velocity': 1.6, 'pwml_chk': 1520, 'pwmr_chk': 1629, 'time_difference': 0.2}
{'latitude': 37.63335576, 'longitude': 127.07779008, 'heading': 216.5, 'velocity': 1.6, 'pwml_chk': 1530, 'pwmr_chk': 1619, 'time_difference': 0.2}
{'latitude': 37.63335576, 'longitude': 127.07779008, 'heading': 216.5, 'velocity': 1.6, 'pwml_chk': 1557, 'pwmr_chk': 1592, 'time_difference': 0.0}
{'latitude': 37.63335465, 'longitude': 127.0777889, 'heading': 215.3, 'velocity': 1.6, 'pwml_chk': 1564, 'pwmr_chk': 1585, 'time_difference': 0.2}
{'latitude': 37.63335356, 'longitude': 127.07778778, 'heading': 214.5, 'velocity': 1.5, 'pwml_chk': 1564, 'pwmr_chk': 1585, 'time_difference': 0.2}
{'latitude': 37.63335247, 'longitude': 127.07778676, 'heading': 213.9, 'velocity': 1.4, 'pwml_chk': 1564, 'pwmr_chk': 1585, 'time_difference': 0.2}
{'latitude': 37.63335135, 'longitude': 127.07778574, 'heading': 213.4, 'velocity': 1.5, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63335024, 'longitude': 127.0777848, 'heading': 213.1, 'velocity': 1.4, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63334913, 'longitude': 127.07778385, 'heading': 212.8, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334802, 'longitude': 127.07778297, 'heading': 212.6, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334695, 'longitude': 127.07778209, 'heading': 212.5, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334584, 'longitude': 127.07778122, 'heading': 212.6, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334476, 'longitude': 127.07778036, 'heading': 212.7, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334376, 'longitude': 127.07777956, 'heading': 213.0, 'velocity': 1.3, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334376, 'longitude': 127.07777956, 'heading': 213.0, 'velocity': 1.3, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.0}
{'latitude': 37.63334164, 'longitude': 127.07777786, 'heading': 213.4, 'velocity': 1.3, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.4}
{'latitude': 37.63334065, 'longitude': 127.07777705, 'heading': 213.5, 'velocity': 1.2, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63333959, 'longitude': 127.07777617, 'heading': 213.6, 'velocity': 1.4, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.2}
{'latitude': 37.63333856, 'longitude': 127.07777535, 'heading': 213.9, 'velocity': 1.3, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63333759, 'longitude': 127.07777449, 'heading': 214.3, 'velocity': 1.3, 'pwml_chk': 1574, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63333655, 'longitude': 127.07777366, 'heading': 214.4, 'velocity': 1.3, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.6333356, 'longitude': 127.07777278, 'heading': 214.5, 'velocity': 1.2, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.6333346, 'longitude': 127.07777199, 'heading': 214.7, 'velocity': 1.3, 'pwml_chk': 1570, 'pwmr_chk': 1579, 'time_difference': 0.2}
{'latitude': 37.63333269, 'longitude': 127.07777026, 'heading': 214.9, 'velocity': 1.2, 'pwml_chk': 1569, 'pwmr_chk': 1580, 'time_difference': 0.4}
{'latitude': 37.63333172, 'longitude': 127.0777694, 'heading': 214.9, 'velocity': 1.3, 'pwml_chk': 1568, 'pwmr_chk': 1581, 'time_difference': 0.2}
{'latitude': 37.63333172, 'longitude': 127.0777694, 'heading': 214.9, 'velocity': 1.3, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.0}
{'latitude': 37.63333075, 'longitude': 127.07776853, 'heading': 214.9, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63332985, 'longitude': 127.07776768, 'heading': 214.8, 'velocity': 1.2, 'pwml_chk': 1564, 'pwmr_chk': 1585, 'time_difference': 0.2}
{'latitude': 37.63332891, 'longitude': 127.0777668, 'heading': 214.6, 'velocity': 1.3, 'pwml_chk': 1564, 'pwmr_chk': 1585, 'time_difference': 0.2}
{'latitude': 37.63332799, 'longitude': 127.07776592, 'heading': 214.3, 'velocity': 1.3, 'pwml_chk': 1564, 'pwmr_chk': 1585, 'time_difference': 0.2}
{'latitude': 37.63332709, 'longitude': 127.07776509, 'heading': 214.0, 'velocity': 1.2, 'pwml_chk': 1564, 'pwmr_chk': 1585, 'time_difference': 0.2}
{'latitude': 37.63332616, 'longitude': 127.07776428, 'heading': 214.0, 'velocity': 1.2, 'pwml_chk': 1564, 'pwmr_chk': 1585, 'time_difference': 0.2}
{'latitude': 37.63332516, 'longitude': 127.07776345, 'heading': 213.7, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63332333, 'longitude': 127.07776182, 'heading': 213.2, 'velocity': 1.2, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.4}
{'latitude': 37.63332234, 'longitude': 127.077761, 'heading': 212.9, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63332139, 'longitude': 127.07776022, 'heading': 212.7, 'velocity': 1.2, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63332041, 'longitude': 127.07775943, 'heading': 212.3, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63331947, 'longitude': 127.07775859, 'heading': 211.9, 'velocity': 1.2, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63331847, 'longitude': 127.07775786, 'heading': 211.7, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63331755, 'longitude': 127.07775708, 'heading': 211.4, 'velocity': 1.2, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63331656, 'longitude': 127.07775629, 'heading': 211.1, 'velocity': 1.3, 'pwml_chk': 1570, 'pwmr_chk': 1579, 'time_difference': 0.2}
{'latitude': 37.63331554, 'longitude': 127.07775555, 'heading': 210.8, 'velocity': 1.2, 'pwml_chk': 1570, 'pwmr_chk': 1579, 'time_difference': 0.2}
{'latitude': 37.63331456, 'longitude': 127.07775481, 'heading': 210.6, 'velocity': 1.2, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63331456, 'longitude': 127.07775481, 'heading': 210.6, 'velocity': 1.2, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.0}
{'latitude': 37.63331355, 'longitude': 127.07775404, 'heading': 210.5, 'velocity': 1.3, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63331257, 'longitude': 127.07775328, 'heading': 210.2, 'velocity': 1.2, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63331159, 'longitude': 127.07775263, 'heading': 210.2, 'velocity': 1.2, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.6333096, 'longitude': 127.07775114, 'heading': 210.0, 'velocity': 1.2, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.4}
{'latitude': 37.63330867, 'longitude': 127.07775048, 'heading': 210.0, 'velocity': 1.2, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63330764, 'longitude': 127.07774974, 'heading': 210.0, 'velocity': 1.3, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63330663, 'longitude': 127.07774895, 'heading': 209.9, 'velocity': 1.3, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63330566, 'longitude': 127.07774825, 'heading': 209.9, 'velocity': 1.2, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63330463, 'longitude': 127.07774748, 'heading': 209.8, 'velocity': 1.3, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63330463, 'longitude': 127.07774748, 'heading': 209.8, 'velocity': 1.3, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.0}
{'latitude': 37.63330363, 'longitude': 127.07774676, 'heading': 209.9, 'velocity': 1.2, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63330264, 'longitude': 127.077746, 'heading': 209.7, 'velocity': 1.2, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63330162, 'longitude': 127.07774528, 'heading': 209.7, 'velocity': 1.3, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63330064, 'longitude': 127.07774452, 'heading': 209.7, 'velocity': 1.2, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63329967, 'longitude': 127.07774379, 'heading': 209.6, 'velocity': 1.3, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63329762, 'longitude': 127.0777423, 'heading': 209.4, 'velocity': 1.3, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.4}
{'latitude': 37.63329665, 'longitude': 127.07774163, 'heading': 209.5, 'velocity': 1.2, 'pwml_chk': 1568, 'pwmr_chk': 1581, 'time_difference': 0.2}
{'latitude': 37.63329564, 'longitude': 127.07774087, 'heading': 209.3, 'velocity': 1.3, 'pwml_chk': 1568, 'pwmr_chk': 1581, 'time_difference': 0.2}
{'latitude': 37.63329461, 'longitude': 127.07774013, 'heading': 209.1, 'velocity': 1.3, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63329361, 'longitude': 127.07773943, 'heading': 209.1, 'velocity': 1.2, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63329361, 'longitude': 127.07773943, 'heading': 209.1, 'velocity': 1.2, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.0}
{'latitude': 37.63329259, 'longitude': 127.07773867, 'heading': 208.7, 'velocity': 1.3, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63329053, 'longitude': 127.0777372, 'heading': 208.3, 'velocity': 1.2, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.4}
{'latitude': 37.63328948, 'longitude': 127.07773647, 'heading': 208.2, 'velocity': 1.3, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63328844, 'longitude': 127.0777357, 'heading': 207.8, 'velocity': 1.3, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63328743, 'longitude': 127.07773502, 'heading': 207.5, 'velocity': 1.2, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63328641, 'longitude': 127.07773423, 'heading': 207.1, 'velocity': 1.3, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63328537, 'longitude': 127.07773357, 'heading': 206.9, 'velocity': 1.3, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63328435, 'longitude': 127.07773282, 'heading': 206.4, 'velocity': 1.3, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63328328, 'longitude': 127.07773212, 'heading': 206.2, 'velocity': 1.3, 'pwml_chk': 1566, 'pwmr_chk': 1583, 'time_difference': 0.2}
{'latitude': 37.63328328, 'longitude': 127.07773212, 'heading': 206.2, 'velocity': 1.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.0}
{'latitude': 37.63328222, 'longitude': 127.07773138, 'heading': 205.7, 'velocity': 1.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63328113, 'longitude': 127.07773068, 'heading': 205.2, 'velocity': 1.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63327863, 'longitude': 127.07772858, 'heading': 198.8, 'velocity': 1.8, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.4}
{'latitude': 37.63327707, 'longitude': 127.07772758, 'heading': 195.2, 'velocity': 2.0, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63327545, 'longitude': 127.07772669, 'heading': 191.6, 'velocity': 2.0, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.6332737, 'longitude': 127.07772586, 'heading': 187.6, 'velocity': 2.1, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63327185, 'longitude': 127.07772524, 'heading': 184.2, 'velocity': 2.1, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63326989, 'longitude': 127.07772477, 'heading': 181.0, 'velocity': 2.2, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63326787, 'longitude': 127.07772447, 'heading': 177.7, 'velocity': 2.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63326576, 'longitude': 127.07772437, 'heading': 174.7, 'velocity': 2.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63326359, 'longitude': 127.0777244, 'heading': 171.6, 'velocity': 2.4, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63326142, 'longitude': 127.07772466, 'heading': 168.5, 'velocity': 2.4, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63325919, 'longitude': 127.07772497, 'heading': 165.4, 'velocity': 2.4, 'pwml_chk': 1379, 'pwmr_chk': 1770, 'time_difference': 0.2}
{'latitude': 37.63325695, 'longitude': 127.07772547, 'heading': 162.0, 'velocity': 2.5, 'pwml_chk': 1390, 'pwmr_chk': 1759, 'time_difference': 0.2}
{'latitude': 37.63325695, 'longitude': 127.07772547, 'heading': 162.0, 'velocity': 2.5, 'pwml_chk': 1390, 'pwmr_chk': 1759, 'time_difference': 0.0}
{'latitude': 37.63325475, 'longitude': 127.07772616, 'heading': 159.2, 'velocity': 2.4, 'pwml_chk': 1402, 'pwmr_chk': 1747, 'time_difference': 0.2}
{'latitude': 37.63325044, 'longitude': 127.07772797, 'heading': 153.9, 'velocity': 2.4, 'pwml_chk': 1415, 'pwmr_chk': 1734, 'time_difference': 0.4}
{'latitude': 37.63324838, 'longitude': 127.07772911, 'heading': 151.9, 'velocity': 2.4, 'pwml_chk': 1415, 'pwmr_chk': 1734, 'time_difference': 0.2}
{'latitude': 37.63324635, 'longitude': 127.07773027, 'heading': 149.6, 'velocity': 2.4, 'pwml_chk': 1426, 'pwmr_chk': 1723, 'time_difference': 0.2}
{'latitude': 37.6332444, 'longitude': 127.07773162, 'heading': 147.6, 'velocity': 2.4, 'pwml_chk': 1454, 'pwmr_chk': 1695, 'time_difference': 0.2}
{'latitude': 37.63324249, 'longitude': 127.07773297, 'heading': 145.6, 'velocity': 2.4, 'pwml_chk': 1463, 'pwmr_chk': 1686, 'time_difference': 0.2}
{'latitude': 37.63324065, 'longitude': 127.07773444, 'heading': 143.7, 'velocity': 2.3, 'pwml_chk': 1463, 'pwmr_chk': 1686, 'time_difference': 0.2}
{'latitude': 37.63323892, 'longitude': 127.077736, 'heading': 142.1, 'velocity': 2.3, 'pwml_chk': 1463, 'pwmr_chk': 1686, 'time_difference': 0.2}
{'latitude': 37.63323722, 'longitude': 127.0777375, 'heading': 140.5, 'velocity': 2.2, 'pwml_chk': 1463, 'pwmr_chk': 1686, 'time_difference': 0.2}
{'latitude': 37.63323722, 'longitude': 127.0777375, 'heading': 140.5, 'velocity': 2.2, 'pwml_chk': 1463, 'pwmr_chk': 1686, 'time_difference': 0.0}
{'latitude': 37.633234, 'longitude': 127.07774064, 'heading': 137.2, 'velocity': 2.2, 'pwml_chk': 1463, 'pwmr_chk': 1686, 'time_difference': 0.4}
{'latitude': 37.63323247, 'longitude': 127.07774226, 'heading': 135.3, 'velocity': 2.1, 'pwml_chk': 1463, 'pwmr_chk': 1686, 'time_difference': 0.2}
{'latitude': 37.63323101, 'longitude': 127.07774394, 'heading': 133.6, 'velocity': 2.1, 'pwml_chk': 1463, 'pwmr_chk': 1686, 'time_difference': 0.2}
{'latitude': 37.63322958, 'longitude': 127.07774566, 'heading': 131.9, 'velocity': 2.2, 'pwml_chk': 1516, 'pwmr_chk': 1633, 'time_difference': 0.2}
{'latitude': 37.6332282, 'longitude': 127.07774739, 'heading': 129.9, 'velocity': 2.1, 'pwml_chk': 1521, 'pwmr_chk': 1628, 'time_difference': 0.2}
{'latitude': 37.6332269, 'longitude': 127.0777492, 'heading': 128.4, 'velocity': 2.1, 'pwml_chk': 1521, 'pwmr_chk': 1628, 'time_difference': 0.2}
{'latitude': 37.63322572, 'longitude': 127.07775101, 'heading': 127.4, 'velocity': 2.0, 'pwml_chk': 1527, 'pwmr_chk': 1622, 'time_difference': 0.2}
{'latitude': 37.63322462, 'longitude': 127.07775278, 'heading': 126.6, 'velocity': 1.9, 'pwml_chk': 1533, 'pwmr_chk': 1616, 'time_difference': 0.2}
{'latitude': 37.63322356, 'longitude': 127.07775454, 'heading': 125.8, 'velocity': 1.9, 'pwml_chk': 1540, 'pwmr_chk': 1609, 'time_difference': 0.2}
{'latitude': 37.63322252, 'longitude': 127.0777563, 'heading': 125.1, 'velocity': 1.9, 'pwml_chk': 1543, 'pwmr_chk': 1606, 'time_difference': 0.2}
{'latitude': 37.63322153, 'longitude': 127.07775805, 'heading': 124.5, 'velocity': 1.8, 'pwml_chk': 1545, 'pwmr_chk': 1604, 'time_difference': 0.2}
{'latitude': 37.63322153, 'longitude': 127.07775805, 'heading': 124.5, 'velocity': 1.8, 'pwml_chk': 1548, 'pwmr_chk': 1601, 'time_difference': 0.0}
{'latitude': 37.6332196, 'longitude': 127.07776146, 'heading': 123.1, 'velocity': 1.8, 'pwml_chk': 1549, 'pwmr_chk': 1600, 'time_difference': 0.4}
{'latitude': 37.63321869, 'longitude': 127.07776308, 'heading': 122.3, 'velocity': 1.7, 'pwml_chk': 1549, 'pwmr_chk': 1600, 'time_difference': 0.2}
{'latitude': 37.63321778, 'longitude': 127.07776476, 'heading': 121.6, 'velocity': 1.8, 'pwml_chk': 1549, 'pwmr_chk': 1600, 'time_difference': 0.2}
{'latitude': 37.63321693, 'longitude': 127.0777664, 'heading': 120.9, 'velocity': 1.6, 'pwml_chk': 1553, 'pwmr_chk': 1596, 'time_difference': 0.2}
{'latitude': 37.63321608, 'longitude': 127.077768, 'heading': 120.1, 'velocity': 1.6, 'pwml_chk': 1555, 'pwmr_chk': 1594, 'time_difference': 0.2}
{'latitude': 37.63321455, 'longitude': 127.07777113, 'heading': 119.0, 'velocity': 1.6, 'pwml_chk': 1557, 'pwmr_chk': 1592, 'time_difference': 40.4}
